virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
uniprotkb:P14079	11927	uniprotkb:Q15633	TARBP2	9606
refseq:YP_009227196	64320	uniprotkb:Q15633	TARBP2	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q15633	TARBP2	9606
uniprotkb:A4ZNQ3	437607	uniprotkb:Q15633	TARBP2	9606
uniprotkb:P03496	211044	uniprotkb:Q15633	TARBP2	9606
uniprotkb:Q20MD0	385599	uniprotkb:Q15633	TARBP2	9606
uniprotkb:Q2PJP0	363744	uniprotkb:Q15633	TARBP2	9606
uniprotkb:O92551	380337	uniprotkb:Q15633	TARBP2	9606
refseq:YP_009227205	64320	uniprotkb:Q15648	MED1	9606
uniprotkb:P06428	10579	uniprotkb:Q15648	MED1	9606
uniprotkb:A0A024B7W1-PRO_0000443019	2043570	uniprotkb:Q15650	TRIP4	9606
refseq:YP_009227196	64320	uniprotkb:Q15650	TRIP4	9606
uniprotkb:P10204	10299	uniprotkb:Q15661	TPSAB1	9606
uniprotkb:Q99IB8-PRO_0000045592	356411	uniprotkb:Q15672	TWIST1	9606
uniprotkb:P06430	10579	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P03129	333760	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06788	333761	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06430	10579	uniprotkb:Q15678	PTPN14	9606
uniprotkb:Q80908	37959	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06788	333761	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P17387	10585	uniprotkb:Q15678	PTPN14	9606
uniprotkb:E7BBT6	31552	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P03129	333760	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06464	10600	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06429	10586	uniprotkb:Q15678	PTPN14	9606
uniprotkb:P06463	333761	uniprotkb:Q15700	DLG2	9606
uniprotkb:P06463	333761	uniprotkb:Q15700	DLG2	9606
uniprotkb:P03126	333760	uniprotkb:Q15700	DLG2	9606
uniprotkb:P03126	333760	uniprotkb:Q15700	DLG2	9606
uniprotkb:Q1HVB8	82830	uniprotkb:Q15723	ELF2	9606
uniprotkb:P03227	10377	uniprotkb:Q15723	ELF2	9606
uniprotkb:P05777	381518	uniprotkb:Q15738	NSDHL	9606
refseq:YP_009227196	64320	uniprotkb:Q15738	NSDHL	9606
uniprotkb:P0C737	82830	uniprotkb:Q15746	MYLK	9606
uniprotkb:P06477	10299	uniprotkb:Q15772	SPEG	9606
uniprotkb:P03129	333760	uniprotkb:Q15788	NCOA1	9606
uniprotkb:P04608	11706	uniprotkb:Q15788	NCOA1	9606
uniprotkb:P26669	10254	uniprotkb:Q15797	SMAD1	9606
refseq:AP_000107	129875	uniprotkb:Q15797	SMAD1	9606
uniprotkb:P26669	10254	uniprotkb:Q15797	SMAD1	9606
uniprotkb:Q8JSN8	158611	uniprotkb:Q15811	ITSN1	9606
uniprotkb:P03070	1891767	uniprotkb:Q15811	ITSN1	9606
uniprotkb:A0A220NMU2	333760	uniprotkb:Q15831	STK11	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q15831	STK11	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q15831	STK11	9606
uniprotkb:P17387	10585	uniprotkb:Q15831	STK11	9606
uniprotkb:Q77M19	132487	uniprotkb:Q15836	VAMP3	9606
uniprotkb:P17387	10585	uniprotkb:Q15853	USF2	9606
uniprotkb:P06460	10600	uniprotkb:Q15858	SCN9A	9606
uniprotkb:P06927	333760	uniprotkb:Q15858	SCN9A	9606
uniprotkb:P03493	518987	uniprotkb:Q15906	VPS72	9606
uniprotkb:P06932	333923	uniprotkb:Q15906	VPS72	9606
uniprotkb:Q05322	128952	uniprotkb:Q15907	RAB11B	9606
uniprotkb:P0DOE7	11259	uniprotkb:Q15907	RAB11B	9606
uniprotkb:P03508	211044	uniprotkb:Q15907	RAB11B	9606
uniprotkb:P0DOE7	11259	uniprotkb:Q15907	RAB11B	9606
uniprotkb:P03120	333760	uniprotkb:Q15910	EZH2	9606
uniprotkb:P03203	10377	uniprotkb:Q15942	ZYX	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q6DP94	644788	uniprotkb:Q15942	ZYX	9606
uniprotkb:P06462	10600	uniprotkb:Q15942	ZYX	9606
uniprotkb:O92551	380337	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q0A2H0	402527	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q1HVB8	82830	uniprotkb:Q15942	ZYX	9606
uniprotkb:P06463	333761	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q1HVG4	82830	uniprotkb:Q15942	ZYX	9606
uniprotkb:A4ZNQ3	437607	uniprotkb:Q15942	ZYX	9606
uniprotkb:Q0A2H1	402527	uniprotkb:Q15942	ZYX	9606
uniprotkb:P06462	10600	uniprotkb:Q15942	ZYX	9606
uniprotkb:P0DOE7	11259	uniprotkb:Q16082	HSPB2	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q16204	CCDC6	9606
uniprotkb:A0A024B7W1-PRO_0000443032	2043570	uniprotkb:Q16204	CCDC6	9606
uniprotkb:P03177	10377	uniprotkb:Q16206	ENOX2	9606
uniprotkb:Q1HVD1	82830	uniprotkb:Q16206	ENOX2	9606
uniprotkb:Q1HVG1	82830	uniprotkb:Q16206	ENOX2	9606
uniprotkb:P0C744	82830	uniprotkb:Q16206	ENOX2	9606
uniprotkb:Q9E7P0	11060	uniprotkb:Q16206	ENOX2	9606
uniprotkb:P03470	381518	uniprotkb:Q16222	UAP1	9606
uniprotkb:P04608	11706	uniprotkb:Q16254	E2F4	9606
uniprotkb:B8ZX42	493803	uniprotkb:Q16254	E2F4	9606
uniprotkb:P06788	333761	uniprotkb:Q16254	E2F4	9606
uniprotkb:P04608	11706	uniprotkb:Q16254	E2F4	9606
uniprotkb:P03129	333760	uniprotkb:Q16254	E2F4	9606
uniprotkb:P03129	333760	uniprotkb:Q16254	E2F4	9606
uniprotkb:P03070	1891767	uniprotkb:Q16254	E2F4	9606
uniprotkb:P04608	11706	uniprotkb:Q16254	E2F4	9606
uniprotkb:P17387	10585	uniprotkb:Q16254	E2F4	9606
uniprotkb:P18272	128952	uniprotkb:Q16342	PDCD2	9606
uniprotkb:Q1K9H5	381518	uniprotkb:Q16342	PDCD2	9606
uniprotkb:Q76R61	928302	uniprotkb:Q16342	PDCD2	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q16342	PDCD2	9606
uniprotkb:P14079	11927	uniprotkb:Q16352	INA	9606
uniprotkb:P06477	10299	uniprotkb:Q16394	EXT1	9606
uniprotkb:P06477	10299	uniprotkb:Q16394	EXT1	9606
uniprotkb:P03126	333760	uniprotkb:Q16512	PKN1	9606
uniprotkb:P06463	333761	uniprotkb:Q16512	PKN1	9606
uniprotkb:P03126	333760	uniprotkb:Q16512	PKN1	9606
uniprotkb:P03126	333760	uniprotkb:Q16512	PKN1	9606
refseq:NP_751928	41856	uniprotkb:Q16513	PKN2	9606
uniprotkb:P06930	333923	uniprotkb:Q16514	TAF12	9606
uniprotkb:P06932	333923	uniprotkb:Q16514	TAF12	9606
uniprotkb:Q8JSN8	158611	uniprotkb:Q16517	NNAT	9606
uniprotkb:P03246	28285	uniprotkb:Q16527	CSRP2	9606
uniprotkb:P0CK57	82830	uniprotkb:Q16527	CSRP2	9606
uniprotkb:Q1HVD1	82830	uniprotkb:Q16527	CSRP2	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q16527	CSRP2	9606
uniprotkb:Q3KSR4	10376	uniprotkb:Q16527	CSRP2	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q16527	CSRP2	9606
uniprotkb:P03070	1891767	uniprotkb:Q16527	CSRP2	9606
uniprotkb:B8ZX42	493803	uniprotkb:Q16527	CSRP2	9606
uniprotkb:P03129	333760	uniprotkb:Q16533	SNAPC1	9606
uniprotkb:P06429	10586	uniprotkb:Q16533	SNAPC1	9606
uniprotkb:P03087	1891767	uniprotkb:Q16538	GPR162	9606
uniprotkb:Q32ZE1-PRO_0000435829	64320	uniprotkb:Q16540	MRPL23	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q16540	MRPL23	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q16540	MRPL23	9606
refseq:YP_009227196	64320	uniprotkb:Q16540	MRPL23	9606
uniprotkb:P03431	211044	uniprotkb:Q16540	MRPL23	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q16548	BCL2A1	9606
uniprotkb:P09992	11624	uniprotkb:Q16555	DPYSL2	9606
uniprotkb:P03431	211044	uniprotkb:Q16555	DPYSL2	9606
uniprotkb:P03508	211044	uniprotkb:Q16555	DPYSL2	9606
uniprotkb:P06821	211044	uniprotkb:Q16555	DPYSL2	9606
uniprotkb:P03087	1891767	uniprotkb:Q16558	KCNMB1	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q16563	SYPL1	9606
uniprotkb:P06788	333761	uniprotkb:Q16563	SYPL1	9606
uniprotkb:P06427	10586	uniprotkb:Q16563	SYPL1	9606
uniprotkb:P36799	10614	uniprotkb:Q16563	SYPL1	9606
uniprotkb:P06930	333923	uniprotkb:Q16584	MAP3K11	9606
uniprotkb:Q81983	333923	uniprotkb:Q16584	MAP3K11	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q16585	SGCB	9606
uniprotkb:P06461	10600	uniprotkb:Q16585	SGCB	9606
uniprotkb:P29996	31762	uniprotkb:Q16586	SGCA	9606
uniprotkb:H9XIJ5	392809	uniprotkb:Q16587	ZNF74	9606
uniprotkb:Q1K9H6	381518	uniprotkb:Q16587	ZNF74	9606
uniprotkb:P06429	10586	uniprotkb:Q16589	CCNG2	9606
uniprotkb:Q9WMX2-PRO_0000037551	333284	uniprotkb:Q16621	NFE2	9606
uniprotkb:E7DBL9	10390	uniprotkb:Q16621	NFE2	9606
uniprotkb:P10230	10299	uniprotkb:Q16621	NFE2	9606
uniprotkb:Q66479-PRO_0000039499	103922	uniprotkb:Q16623	STX1A	9606
uniprotkb:Q66479-PRO_0000039497	103922	uniprotkb:Q16623	STX1A	9606
uniprotkb:P03430	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P06921	333923	uniprotkb:Q16629	SRSF7	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P24830	10588	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P03470	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P06423	10586	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P04015	10580	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P03120	333760	uniprotkb:Q16629	SRSF7	9606
uniprotkb:Q82506	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P15682	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P36778	10614	uniprotkb:Q16629	SRSF7	9606
uniprotkb:Q77UU1	31552	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P36791	333763	uniprotkb:Q16629	SRSF7	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P06422	10579	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P15659	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P36780	10621	uniprotkb:Q16629	SRSF7	9606
refseq:NP_597740	334203	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P03454	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P05777	381518	uniprotkb:Q16629	SRSF7	9606
uniprotkb:P10212	10299	uniprotkb:Q16633	POU2AF1	9606
uniprotkb:P10212	10299	uniprotkb:Q16633	POU2AF1	9606
uniprotkb:P12977	10377	uniprotkb:Q16635	TAFAZZIN	9606
uniprotkb:P12977	10377	uniprotkb:Q16635	TAFAZZIN	9606
uniprotkb:P03454	381518	uniprotkb:Q16643	DBN1	9606
uniprotkb:E7DBL9	10390	uniprotkb:Q16649	NFIL3	9606
uniprotkb:E7DBL9	10390	uniprotkb:Q16649	NFIL3	9606
uniprotkb:P03129	333760	uniprotkb:Q16649	NFIL3	9606
uniprotkb:P0C746	11926	uniprotkb:Q16649	NFIL3	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q16650	TBR1	9606
uniprotkb:P03468	211044	uniprotkb:Q16698	DECR1	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q16698	DECR1	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q16718	NDUFA5	9606
uniprotkb:B4URF7	381518	uniprotkb:Q16718	NDUFA5	9606
uniprotkb:Q77M19	132487	uniprotkb:Q16718	NDUFA5	9606
uniprotkb:P17385	10585	uniprotkb:Q16718	NDUFA5	9606
uniprotkb:Q1HVJ2	82830	uniprotkb:Q16739	UGCG	9606
uniprotkb:Q77M19	132487	uniprotkb:Q16740	CLPP	9606
uniprotkb:Q9WC28	512346	uniprotkb:Q16740	CLPP	9606
uniprotkb:P17383	10585	uniprotkb:Q16740	CLPP	9606
uniprotkb:Q77M19	132487	uniprotkb:Q16763	UBE2S	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q16769	QPCT	9606
uniprotkb:P10204	10299	uniprotkb:Q16774	GUK1	9606
uniprotkb:P06429	10586	uniprotkb:Q16787	LAMA3	9606
uniprotkb:Q1HVJ0	82830	uniprotkb:Q16787	LAMA3	9606
uniprotkb:P06428	10579	uniprotkb:Q16787	LAMA3	9606
uniprotkb:Q9QLP4	31552	uniprotkb:Q16787	LAMA3	9606
uniprotkb:P03468	211044	uniprotkb:Q16795	NDUFA9	9606
uniprotkb:P03129	333760	uniprotkb:Q16825	PTPN21	9606
uniprotkb:P06430	10579	uniprotkb:Q16825	PTPN21	9606
uniprotkb:P17387	10585	uniprotkb:Q16825	PTPN21	9606
uniprotkb:P04020	10580	uniprotkb:Q16825	PTPN21	9606
uniprotkb:P06464	10600	uniprotkb:Q16825	PTPN21	9606
uniprotkb:Q81870	652674	uniprotkb:Q16828	DUSP6	9606
uniprotkb:Q81870	652674	uniprotkb:Q16828	DUSP6	9606
uniprotkb:P0C737	82830	uniprotkb:Q16832	DDR2	9606
refseq:YP_009227197	64320	uniprotkb:Q16850	CYP51A1	9606
refseq:YP_009227200	64320	uniprotkb:Q16850	CYP51A1	9606
refseq:YP_009227203	64320	uniprotkb:Q16850	CYP51A1	9606
uniprotkb:P29996	31762	uniprotkb:Q16853	AOC3	9606
refseq:YP_009227200	64320	uniprotkb:Q16864	ATP6V1F	9606
uniprotkb:P10204	10299	uniprotkb:Q16864	ATP6V1F	9606
refseq:YP_009227203	64320	uniprotkb:Q16864	ATP6V1F	9606
refseq:YP_009227201	64320	uniprotkb:Q16864	ATP6V1F	9606
refseq:YP_009227196	64320	uniprotkb:Q16864	ATP6V1F	9606
refseq:YP_009227198	64320	uniprotkb:Q16864	ATP6V1F	9606
uniprotkb:P15659	381518	uniprotkb:Q16875	PFKFB3	9606
uniprotkb:P05777	381518	uniprotkb:Q16875	PFKFB3	9606
uniprotkb:P15682	381518	uniprotkb:Q16875	PFKFB3	9606
uniprotkb:P03427	381518	uniprotkb:Q16875	PFKFB3	9606
uniprotkb:P03470	381518	uniprotkb:Q16875	PFKFB3	9606
uniprotkb:P03430	381518	uniprotkb:Q16875	PFKFB3	9606
refseq:YP_009227201	64320	uniprotkb:Q16880	UGT8	9606
uniprotkb:Q32ZE1-PRO_0000435839	64320	uniprotkb:Q16880	UGT8	9606
refseq:YP_009227203	64320	uniprotkb:Q16880	UGT8	9606
uniprotkb:Q9WMX2-PRO_0000037541	333284	uniprotkb:Q16880	UGT8	9606
refseq:YP_009227196	64320	uniprotkb:Q16880	UGT8	9606
refseq:YP_009227200	64320	uniprotkb:Q16880	UGT8	9606
uniprotkb:A0A024B7W1-PRO_0000443029	2043570	uniprotkb:Q16880	UGT8	9606
refseq:YP_009227199	64320	uniprotkb:Q16881	TXNRD1	9606
uniprotkb:P03129	333760	uniprotkb:Q17RD7	SYT16	9606
uniprotkb:P03129	333760	uniprotkb:Q17RD7	SYT16	9606
refseq:YP_009227196	64320	uniprotkb:Q1ED39	KNOP1	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q1ED39	KNOP1	9606
uniprotkb:O92597	37296	uniprotkb:Q1ED39	KNOP1	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P17388	10585	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03496	211044	uniprotkb:Q1KMD3	HNRNPUL2	9606
refseq:YP_009227196	64320	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03431	211044	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03427	381518	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03433	211044	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03508	211044	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03454	381518	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P03430	381518	uniprotkb:Q1KMD3	HNRNPUL2	9606
uniprotkb:P06428	10579	uniprotkb:Q1MSJ5	CSPP1	9606
uniprotkb:P03246	28285	uniprotkb:Q1MSJ5	CSPP1	9606
uniprotkb:P29996	31762	uniprotkb:Q1W4C9	SPINK13	9606
uniprotkb:P0CK57	82830	uniprotkb:Q27J81	INF2	9606
uniprotkb:K9UT94	10376	uniprotkb:Q27J81	INF2	9606
uniprotkb:Q3KSR4	10376	uniprotkb:Q27J81	INF2	9606
uniprotkb:P03452	211044	uniprotkb:Q27J81	INF2	9606
uniprotkb:P0CK48	82830	uniprotkb:Q27J81	INF2	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q27J81	INF2	9606
uniprotkb:P06428	10579	uniprotkb:Q27J81	INF2	9606
uniprotkb:P03508	211044	uniprotkb:Q27J81	INF2	9606
uniprotkb:P03496	211044	uniprotkb:Q27J81	INF2	9606
uniprotkb:Q66479-PRO_0000039497	103922	uniprotkb:Q27J81	INF2	9606
refseq:YP_009227196	64320	uniprotkb:Q27J81	INF2	9606
uniprotkb:P05780	381518	uniprotkb:Q27J81	INF2	9606
uniprotkb:P04578	11706	uniprotkb:Q29940		9606
uniprotkb:P04578	11706	uniprotkb:Q29960		9606
uniprotkb:P04578	11706	uniprotkb:Q29963		9606
uniprotkb:P29996	31762	uniprotkb:Q29983	MICA	9606
uniprotkb:P29996	31762	uniprotkb:Q2HIY3	RNF130	9606
uniprotkb:Q99IB8-PRO_0000045592	356411	uniprotkb:Q2KHT3	CLEC16A	9606
uniprotkb:P29996	31762	uniprotkb:Q2KHT4	GSG1	9606
uniprotkb:P69723	11706	uniprotkb:Q2KJY2	KIF26B	9606
uniprotkb:Q32ZE1-PRO_0000435842	64320	uniprotkb:Q2M1P5	KIF7	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q2M1P5	KIF7	9606
uniprotkb:A0A024B7W1-PRO_0000443032	2043570	uniprotkb:Q2M1P5	KIF7	9606
refseq:NP_803144	41856	uniprotkb:Q2M1P5	KIF7	9606
uniprotkb:Q1K9G9	381518	uniprotkb:Q2M2I5	KRT24	9606
uniprotkb:P06464	10600	uniprotkb:Q2M2I8	AAK1	9606
uniprotkb:P03129	333760	uniprotkb:Q2M2I8	AAK1	9606
uniprotkb:P17387	10585	uniprotkb:Q2M2I8	AAK1	9606
uniprotkb:P88947	435895	uniprotkb:Q2NKX8	ERCC6L	9606
uniprotkb:P03470	381518	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q2NL82	TSR1	9606
refseq:YP_009227196	64320	uniprotkb:Q2NL82	TSR1	9606
refseq:YP_009227205	64320	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:P17383	10585	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:Q05127	128952	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:P17388	10585	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:P15682	381518	uniprotkb:Q2NL82	TSR1	9606
uniprotkb:H9XIJ5	392809	uniprotkb:Q2QGD7	ZXDC	9606
uniprotkb:H9XIJ5	392809	uniprotkb:Q2TAA8	TSNAXIP1	9606
refseq:YP_009227200	64320	uniprotkb:Q2TAL8	QRICH1	9606
refseq:YP_009227204	64320	uniprotkb:Q2TAL8	QRICH1	9606
refseq:YP_009227203	64320	uniprotkb:Q2TAL8	QRICH1	9606
refseq:YP_009227197	64320	uniprotkb:Q2TAL8	QRICH1	9606
refseq:YP_009227205	64320	uniprotkb:Q2TAL8	QRICH1	9606
refseq:YP_009227202	64320	uniprotkb:Q2TAL8	QRICH1	9606
uniprotkb:Q89268	648242	uniprotkb:Q2TAM9	TUSC1	9606
uniprotkb:P03431	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03433	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03454	381518	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03508	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P05780	381518	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03470	381518	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P06821	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03452	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03496	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03428	211044	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P03427	381518	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:P05777	381518	uniprotkb:Q2TB90	HKDC1	9606
uniprotkb:Q99IB8-PRO_0000045592	356411	uniprotkb:Q2TBE0	CWF19L2	9606
uniprotkb:Q80HW9	10254	uniprotkb:Q2TBE0	CWF19L2	9606
uniprotkb:Q89733	381518	uniprotkb:Q2WGJ9	FER1L6	9606
refseq:YP_009227205	64320	uniprotkb:Q2YD98	UVSSA	9606
uniprotkb:Q81983	333923	uniprotkb:Q2YD98	UVSSA	9606
uniprotkb:P17385	10585	uniprotkb:Q31612		9606
uniprotkb:A0A097PIH4	11053	uniprotkb:Q32MZ4	LRRFIP1	9606
uniprotkb:Q1I2B2	381518	uniprotkb:Q32MZ4	LRRFIP1	9606
uniprotkb:P09992	11624	uniprotkb:Q32MZ4	LRRFIP1	9606
uniprotkb:Q8JSN5	158611	uniprotkb:Q32MZ4	LRRFIP1	9606
refseq:YP_009227196	64320	uniprotkb:Q32MZ4	LRRFIP1	9606
uniprotkb:O09234	31634	uniprotkb:Q32MZ4	LRRFIP1	9606
uniprotkb:P04578	11706	uniprotkb:Q32P28	P3H1	9606
uniprotkb:P03454	381518	uniprotkb:Q32P28	P3H1	9606
uniprotkb:Q1HVI8	82830	uniprotkb:Q32P28	P3H1	9606
uniprotkb:P03204	10377	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P06930	333923	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P06930	333923	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P03204	10377	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P03129	333760	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P03129	333760	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P03204	10377	uniprotkb:Q32Q12	NME1-NME2	9606
uniprotkb:P03204	10377	uniprotkb:Q32Q12	NME1-NME2	9606
refseq:YP_009227196	64320	uniprotkb:Q3B726	POLR1F	9606
uniprotkb:P24835	10588	uniprotkb:Q3B726	POLR1F	9606
refseq:YP_009227202	64320	uniprotkb:Q3B7T1	EDRF1	9606
uniprotkb:P06429	10586	uniprotkb:Q3B820	FAM161A	9606
uniprotkb:Q2KRY7	28285	uniprotkb:Q3B820	FAM161A	9606
uniprotkb:P03430	381518	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:Q05127	128952	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:Q69117	10376	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:Q1HVF7	82830	uniprotkb:Q3KQU3	MAP7D1	9606
refseq:YP_009227196	64320	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:B9UPF3	10580	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:Q1HVD3	82830	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:Q1HVB5	82830	uniprotkb:Q3KQU3	MAP7D1	9606
uniprotkb:P0CK48	82830	uniprotkb:Q3KQU3	MAP7D1	9606
refseq:YP_009227196	64320	uniprotkb:Q3KR37	GRAMD1B	9606
refseq:YP_009227205	64320	uniprotkb:Q3L8U1	CHD9	9606
uniprotkb:P0C737	82830	uniprotkb:Q3SXM5	HSDL1	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q3SY69	ALDH1L2	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q3T8J9	GON4L	9606
refseq:NP_803144	41856	uniprotkb:Q3T8J9	GON4L	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q3T906	GNPTAB	9606
uniprotkb:Q66479-PRO_0000426156	103922	uniprotkb:Q3V5L5	MGAT5B	9606
uniprotkb:Q9WMX2-PRO_0000037551	333284	uniprotkb:Q3V6T2	CCDC88A	9606
uniprotkb:P03470	381518	uniprotkb:Q3V6T2	CCDC88A	9606
uniprotkb:P03454	381518	uniprotkb:Q3V6T2	CCDC88A	9606
uniprotkb:P29996	31762	uniprotkb:Q3YBM2	TMEM176B	9606
uniprotkb:P17389	10585	uniprotkb:Q3ZCM7	TUBB8	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q494V2	CFAP100	9606
refseq:NP_803144	41856	uniprotkb:Q494V2	CFAP100	9606
uniprotkb:P36810	333763	uniprotkb:Q496F6	CD300E	9606
uniprotkb:P03087	1891767	uniprotkb:Q496I0	COX7A2	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:A0A024B7W1-PRO_0000443019	2043570	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P05777	381518	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:Q1I2B2	381518	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P06932	333923	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P06430	10579	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P15682	381518	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:Q32ZE1-PRO_0000435829	64320	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:Q9WMX2-PRO_0000037548	333284	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P15659	381518	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P03470	381518	uniprotkb:Q49A26	GLYR1	9606
refseq:YP_009227196	64320	uniprotkb:Q49A26	GLYR1	9606
uniprotkb:P68331	10299	uniprotkb:Q49A26	GLYR1	9606
refseq:NP_803144	41856	uniprotkb:Q49A26	GLYR1	9606
